_id,job_source,job_com_info_com_name,job_com_info_creditNo,job_com_info_econKind,job_com_is_listed,job_com_stock_code,job_com_listed_relation,company_industry,company_scale,post_year,post_month,post_day,job_name,occupation_code1,occupation_code2,occupation_code3,min_job_num,max_job_num,job_city,job_district,job_com_info_location,job_work_mode,min_monthincm,max_monthincm,min_dayincm,max_dayincm,min_hourincm,max_hourincm,job_social_insurance,job_descrip,job_edu,job_collegetype,job_prof,job_profc1,job_profc2,job_profc3,job_profc4,job_profc5,job_profc6,job_profc7,job_profc8,job_profc9,job_profc10,job_profc11,job_profc12,job_skill,job_certi,job_experience,job_type,job_new,job_workday,job_workhr,ai_job,job_ai_skill,Unnamed: 55
69c0d81ba9fcc89dd2b05ce3,1,大连奇昂文化传播有限公司,91210231MA0XNTX60B,4,0,-8,,12,1,2025,3,10,max动画师,2-09-06,,,,,大连,甘井子区,辽宁省大连高新技术产业园区亿阳路6C号25层4号,1,4000,6000,-9,-9,-9,-9,1,"1. 可独立（或经过指导独立）完成影视动画制作；
    2. 制作高品质、生动有趣的角色动画、赋予角色生命力。",5,-8,1+动画,0,0,0,0,0,0,0,0,0,0,0,1,"1、大专及以上学历,动画专业或者接受过正规动画课程培训;2、熟练操作Maya 、3Dmax、MotionBuilder等三维制作软件,熟悉绑定;3、责任心强、具有良好的协作能力，可承受一定的工作压力；4、了解人类、四足及各种物体的运动规律;5、热爱动画,善于交流和分享资源，有上进心。加分项有以下行业经验：文化艺术/娱乐",0,0,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05ce4,1,长沙晶石信息科技有限公司,91430100MA4P9F3Y4M,4,0,-8,,7,-9,2025,3,10,架构师,2-02-38,,,,,长沙,岳麓区,长沙高新开发区麓龙路199号麓谷商务中心BCD座BCD栋1108房,1,15000,25000,-9,-9,-9,-9,0,1. 负责大数据产品、物联网产品开发经验，亲自主导完成3个以上同类大中型项目，带过5人以上的开发团队，对微服务技术、容器技术等有深入了解。,6,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、有过8年以上大数据产品，物联网产品开发经验。亲自主导完成过3个以上同类大中型项目。带过5人以上的开发团队。对微服务技术，容器技术等有深入了解。,0,3,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05ce5,1,湖南德思康文化传播有限公司,91430103338386211M,4,0,-8,,12,1,2025,3,10,UI设计师,2-09-06,4-08-08,,,,长沙,天心区,长沙市天心区新韶东路498号湘府华城南3栋305房,1,3000,5000,-9,-9,-9,-9,0,1. 网页设计，公众号设计，小程序设计，会设计，会切图，使用蓝湖优先。,5,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、网页设计公众号设计小程序设计会设计，会切图，使用蓝湖优先,0,1,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05ce6,1,湖南德思康文化传播有限公司,91430103338386211M,4,0,-8,,12,1,2025,3,10,PHP,2-02-10,,,,,长沙,天心区,长沙市天心区新韶东路498号湘府华城南3栋305房,1,5000,6000,-9,-9,-9,-9,0,"1. 能独立开发项目；
    2. 有丰富的微信开发或小程序开发经验；
    3. 熟悉TP的开发框架。",6,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、能独立开发项目2.有丰富的微信开发或小程序开发经验3.离阳光一百上班方便4.熟悉TP的开发框架,0,0,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05ce7,1,元子星科技（北京）有限公司,91110108MA7CWRLTX8,4,0,-8,,7,-9,2025,3,10,技术总监,2-02-09,2-02-38,,,,长沙,岳麓区,北京市海淀区北四环西路9号2108室,1,22000,23000,-9,-9,-9,-9,1,"1. 负责智能医疗硬件设计和开发；
    2. 管理研发团队，培养技术团队；
    3. 掌握前沿的软件硬件技术和应用生态。",6,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、负责智能医疗硬件设计和开发2.管理研发团队，培养技术团队3.掌握前沿的软件硬件技术和应用生态加分项有以下行业经验：医疗器械·医疗健康·计算机硬件,0,3,-9,0,-9.0,-9.0,0,0.01333,
69c0d81ba9fcc89dd2b05ce8,1,长沙数享数字科技有限公司,91430102MA4Q8LTH2G,4,0,-8,,7,1,2025,3,10,编剧,2-09-01,,,,,长沙,芙蓉区,湖南省长沙市芙蓉区定王台街道藩后街36号湘域城邦家园东栋608房,1,20000,25000,-9,-9,-9,-9,0,"1. 把控剧本的创作及修改，负责项目的内容运营和维护；
    2. 原创策划。",6,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,"1、热爱创作并涉猎广泛，对项目有独立的思考和准确的判断，擅于挖掘热点和话题点进行相关策划
2、中文功底扎实，知识面广，有创造力，具有较强的新闻敏感性，同时对教育行业和视频行业有较深入的了解，具有很强的项目统筹能力和执行力
3、工作吃苦耐劳，责任心强，能适应高强度的教育录制行业工作节奏，能接受夜间和周末值班，抗压力强
4、有电视台、节目组编导工作经验或大型视频网站编辑经验者优先
5、985/211院校，文案功底过硬，创作能力与创意执行过硬，对视频拍摄与后期制作全流程与细节都非常娴熟
",0,0,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05ce9,1,杭州辰知光科技有限公司,91330109MA2CF4450N,4,0,-8,,7,-9,2025,3,10,嵌入式工程师,2-02-09,4-08-08,,,,长沙,开福区,浙江省杭州市萧山区萧山经济技术开发区桥南区块鸿兴路389号,1,11000,22000,-9,-9,-9,-9,1,"1. Fpga processing system & program logic，altium designer, PCB layout。",6,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,"1、Fpga  processing  system&program logic，altium designer,  PCB layout",0,2,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cea,1,长沙恩荣健康管理有限公司,91430102MA4RLX5G65,4,0,-8,,12,1,2025,3,10,美容顾问,4-01-02,,,10.0,10.0,长沙,雨花区,长沙市雨花区洞井街道湘府中路80号复地星光商业广场公寓1栋18014号,1,20000,21000,-9,-9,-9,-9,1,"1. 负责加盟店家专业及销售日常维护与管理；
    2. 负责加盟店及相关人员进行培训、赋能；
    3. 协助加盟店进行各种促销活动，提升公司品牌在加盟店内的销售业绩。",0,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、年龄18周岁以上，有美容行业经验者优先，能适应出差。2、形象好，气质佳，应变能力强，良好的心理素质及沟通能力。3.热爱美容行业，有责任心，抗压能力强，有团队合作精神,0,1,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05ceb,1,92430104MA4LH4AN92,92430104MA4LH4AN92,4,0,-8,,8,1,2025,3,10,花艺师,4-09-10,,,,,长沙,岳麓区,长沙市岳麓区湖南师范大学南院综合楼,1,4000,5000,-9,-9,-9,-9,0,1. 熟悉日常花艺业务和盆花养护种植。,4,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、花艺师，要求能熟悉日常花艺业务和盆花养护种植,0,1,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cec,1,郑州维美斯医疗美容医院有限责任公司,91410105MA44YNRD45,6,0,-8,,15,2,2025,3,10,医美总经理,1-06-01,4-01-02,,,,郑州,金水区,郑州市金水区经七路39号,1,30000,60000,-9,-9,-9,-9,1,"1. 主持医院整体营销工作，负责中大型客户的战略合作框架开发，关系的深度维护和项目落地等工作；
    2. 结合行业属性纵深挖掘定向大客户需求，灵活有效的完成医院既定的战略客户合作目标；
    3. 做好目标客户的中高层维护关系，及时沟通处理目标大客户各项往来事务。",6,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,"1、本科以上学历，有过成功医美领域成功营销案例，具备丰富的平台型客户和中大型企业顾问式营销经验
2、具备强大的团队管理能力，擅长远程管理，能够驾驭全国性的营销队伍
3、具有良好的市场判断能力和业务开拓能力，能独立撰写商业计划方案，各种商务合同等
4、具有丰富的商务谈判技巧及良好的表达能力，有过和B端企业高级岗位合作经验者优先
5、有成熟的项目管理经验，并能组织、联动、协调医院内外部资源达成合作目标。加分项有以下行业经验：广告营销·医疗健康·医疗服务
",0,3,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05ced,1,信阳颐和非织布有限责任公司,91411528676700533X,4,0,-8,,3,1,2025,3,10,外贸业务员,4-01-02,2-06-07,4-01-06,,,郑州,金水区,河南省信阳市息县工业集聚区,1,6000,8000,-9,-9,-9,-9,1,"1. 通过国内外展会、广交会及电子商务平台（阿里巴巴，谷歌等）开发并维护对公司产品有需求的客户，认真履行外贸合同，完成销售指标；
    2. 主动维护新老客户关系，快速有限的解决客户的咨询、需求、疑问、建议和反馈，提高客户满意度。",5,-8,1+国际贸易专业,0,1,0,0,0,0,0,0,0,0,0,0,1、英语需口语流利可用于日常沟通或收发邮件，达到4、6级水平，可操作日常办公软件;2、有销售经验者优先录取，本公司可免费提供住宿提供试用期带薪培训及提成;3、有国外参展的经验，熟悉电子商务平台者优先考虑;4,0,0,-9,1,5.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cee,1,-9,-9,-9,-8,-8,,-9,-9,2025,3,10,嵌入式软件工程师,2-02-10,,,,,杭州,滨江区,-9,1,15000,20000,-9,-9,-9,-9,1,"1. 负责单片机产品系统设计，功能开发和维护；
    2. 负责单片机产品需求和设计文档的开发和产品测试；
    3. 参与部门的仪器仪表相关产品的项目工作。",6,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,"1、本科及以上学历，熟练掌握C语言，3年+工作经验2、熟悉STM32等单片机平台开发，熟悉FreeRTOS或RT-Thread操作系统，熟悉KEIL MDK，CubeMX等开发环境
3、有单片机独立产品开发经验，能够快速查阅分析相关平台的数据手册和参考手册，熟悉STM32系统硬件构架，系统时钟构架和总线结构，熟悉常用接口，包括SPI、I2C、串口、CAN等
4、具备工业总线协议开发能力，包括HART，modbus，Profibus，FF（Foundation Fieldbus）等协议
5、能适应快节奏的开发工作，具备较强的抗压能力
6、有较好的沟通协调能力，较强的分析解决问题能力，善于对开发中的问题进行总结复盘
7、有良好的学习能力，创新能力和团队合作精神
8、有WIFI/BLE，LORA，NB_IOT，LWIP，ADC/DAC和传感器开发经验优先；/*********************************/相关产品：物位计，压力机，流量计，高温计等",0,2,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cef,1,天津灏德教育信息咨询有限公司,91120222086569977T,4,0,-8,,12,1,2025,3,10,结构化面试讲师,4-07-03,2-08-99,,,,天津,南开区,天津市武清区下朱庄街道天湖路8号智湾广场3号楼504室,1,7000,8000,-9,-9,-9,-9,0,1. 为学员讲授课程。,6,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、有经验的老师,0,1,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cf0,1,天津药明康德新药开发有限公司,91120116789350111X,5,0,-8,,13,3,2025,3,10,研究员、高级研究员,2-01-06,2-01-08,,,,天津,滨海新区,天津经济技术开发区南海路168号,1,6000,11000,-9,-9,-9,-9,1,"1. 独立完成文献的查阅和图谱解析，依据文献完成化合物合成路线的初步设计；
    2. 熟练地完成化学反应，并对结果做出较全面的分析，在组长协助下完成具有一定难度的研究项目；
    3. 解决实验中出现的部分问题；
    4. 清晰完整地完成实验记录，实验报告书。",6,0,"1+药物化学,有机化学",0,0,0,0,0,0,1,0,0,1,0,0,1、有机化学或药物化学及相关专业;2、统招本科、硕士及以上学历 2、有化学合成相关工作经验，熟悉有机合成单元操作，具有较强的分析解决问题能力;3、良好的责任心及团队协作精神。,0,0,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cf1,1,91120112300613474D,91120112300613474D,4,0,-8,,17,-9,2025,3,10,中医执业医师,2-05-02,,,,,天津,津南区,天津市津南区八里台镇八里台村津港路北侧679号1幢、5幢、6幢,1,6000,7000,-9,-9,-9,-9,1,1. 提供中医诊疗服务（中医内科、妇科、儿科）。,5,-8,-9,0,0,0,0,0,0,0,0,0,1,0,0,1、执业医师及以上职称，中医学、内科方面精通;2、30岁以上，退休人员亦可;3、具备良好的中医诊证基础，对中药的认知度较高 。3.招聘中医内科大夫，妇科大夫，儿科大夫,1,0,-9,0,6.0,54.0,0,0,
69c0d81ba9fcc89dd2b05cf2,1,天津千鱼科技有限公司,91120116MA06M92932,4,0,-8,,7,-9,2025,3,10,儿童插画师,2-09-06,,,,,天津,河西区,天津市滨海新区大港街学府路南开大学滨海学院功能素质教育中心众创空间210,1,6000,8000,-9,-9,-9,-9,1,1. 主要负责儿童插画绘制。,6,0,1+美术类,0,0,0,0,0,0,0,0,0,0,0,1,1、大专及以上学历，美术类专业;2、精通并熟练使用数位板绘图，手绘能力强，色感美感好，有良好的构图以及形象创作能力，能独完成插画绘制（包括人物设定，场景等）;3、擅长多种儿童插画风格，画风可爱时尚，有儿插验者优先;4、熟练掌握各种绘画软件（Photoshop、AI等）;5、心思缜密细腻有条理，能够做到注重细节，善于学习，工作踏实稳重，能承受工作压力，保证工作质量，有良好的团队协作精神，善于沟通，有强烈的责任心;6、投递本岗位时，请随简历附上个人作品,0,2,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cf3,1,天津市中牙口腔医院有限公司,91120104MA07G5D23U,4,0,-8,,17,2,2025,3,10,口腔洁牙师,2-05-07,,,,,天津,南开区,天津市南开区中南道南侧中南广场东区1号楼三层,1,4000,5000,-9,-9,-9,-9,1,1. 负责为患者做洁牙治疗，做好口腔和牙周护理。,4,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、负责为患者做洁牙治疗，做好口腔和牙周护理需要有一年或以上洁牙经验具体情况面谈,1,1,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cf4,1,天津中天伟业装饰工程有限公司,91120110MA05LEL83A,4,0,-8,,5,1,2025,3,10,工程商务,2-02-30,2-06-07,,,,天津,北辰区,天津市东丽区金钟街道金钟公路3699号E92031室,1,8000,10000,-9,-9,-9,-9,1,1. 合同，造价成本，预结算，招投标，公司运营管理。,6,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、合同，造价成本，预结算，招投标，公司运营管理,1,2,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cf5,1,苏州姑苏区致雅口腔诊所有限公司,91320508MA1MT87F6R,4,0,-8,,8,1,2025,3,10,口腔医生,2-05-01,,,,,苏州,姑苏区,苏州市南环东路788号南环汇邻广场3号楼2层,1,12000,15000,-9,-9,-9,-9,0,1. 完成对患者的检查和治疗，能有效和病人沟通，服从安排的各项诊所活动。,5,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、完成对患者的检查和治疗，能有效和病人沟通，服从安排的各项诊所活动拥执业医师证 最好是有过一到两年的临床经验，或在诊所医院等机构有过一至两年经验的口腔医师，我们负责人直接面谈，薪资待遇从优。,1,1,-9,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cf6,1,模道(天津)数字科技有限公司,91120112MA06TME42H,4,0,-8,,13,1,2025,3,10,中级3D建模师,2-09-06,,,,,天津,西青区,天津滨海高新区华苑产业区华天道8号海泰信息广场F座南楼217室2（存在多址信息）,1,5000,6000,-9,-9,-9,-9,1,"1. 熟悉模型制作规范，符合项目要求；
    2. 具备团队合作精神，良好的沟通和执行能力；
    3. 学习能力强，热爱学习新技术，探索软件相关插件功能；
    4. 熟练使用maya或3DMAX、ZB、Substance Painter、Photoshop等软件；
    5. 熟练掌握材质、纹理贴图制作，能够绘制材质贴图，对光影、色彩有良好的感觉；
    6. 2年以上建模经验，可以独立完成项目建模；
    7. 精通次世代PBR流程优先；
    8. 精通现时代、三渲二制作者优先。",5,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,"1、熟练使用maya或3DMAX、ZB、Substance Painter、Photoshop等软件；2、熟练掌握材质、纹理贴图制作,能够绘制材质贴图，对光影、色彩有良好的感觉；3、2年以上建模经验，可以独立完成项目建模；4、精通次世代PBR流程优先考虑；5、精通现时代、三渲二制作者优先考虑；6)、专科以上学历，具备美术基础，造型准确，想象力强，较好的审美能力；加分项有以下行业经验：游戏·广播/影视·培训/辅导机构",0,1,1,0,-9.0,-9.0,0,0,
69c0d81ba9fcc89dd2b05cf7,1,苏州振畅智能科技有限公司,91320505MA1NT7DC8Y,4,0,-8,,3,-9,2025,3,10,算法工程师助理,2-02-38,2-02-10,4-04-05,,,苏州,相城区,苏州市相城区太阳路2266号5幢2楼201室,1,10000,12000,-9,-9,-9,-9,1,"1. 了解机器视觉、有图像处理经历的优先；
    2. 主要负责QT、MFC软件界面编程；
    3. 协助算法工程师完成项目任务；
    4. 领导安排的其他相关任务。",7,0,"1+电子信息科学与技术,计算机科学与技术,通信信息工程",0,0,0,0,0,0,0,1,0,0,0,0,1、专业要求：计算机科学与技术、通信信息工程、电子信息科学与技术等相关专业2、语言：C++ 为主、能阅读C++程序及简单编写。对编程感兴趣3、能独立思考、有团队协助精神,0,0,-9,0,-9.0,-9.0,1,0.02222,
