_id,job_source,job_com_info_com_name,job_com_info_creditNo,job_com_info_econKind,job_com_is_listed,job_com_stock_code,job_com_listed_relation,company_industry,company_scale,post_year,post_month,post_day,job_name,occupation_code1,occupation_code2,occupation_code3,min_job_num,max_job_num,job_city,job_district,job_com_info_location,job_work_mode,min_monthincm,max_monthincm,min_dayincm,max_dayincm,min_hourincm,max_hourincm,job_social_insurance,job_descrip,job_edu,job_collegetype,job_prof,job_profc1,job_profc2,job_profc3,job_profc4,job_profc5,job_profc6,job_profc7,job_profc8,job_profc9,job_profc10,job_profc11,job_profc12,job_skill,job_certi,job_experience,job_type,job_new,job_workday,job_workhr,ai_job,job_ai_skill
697b2a88a224588b46204b36,1,杭州星麦云商科技有限公司,91330104MA2J15K98T,6,0,-8,,3,-9,2025,9,10,大客户销售,2-06-07,4-01-02,,,,杭州,上城区,浙江省杭州市上城区九堡街道九盛路9号A15幢5楼502室（自主申报）,1,12000.0,24000,-9,-9,-9,-9,1,1. 对接企业级大客户（年预算100W+），从线索挖掘到签约全流程跟进，搞定“难搞”的决策层； 2. 深度洞察客户需求，结合公司产品定制解决方案，成为客户信赖的“业务伙伴”； 3. 维护高价值客户关系，推动续约及交叉销售，做“长期主义”的销售精英； 4. 联动运营、产品团队优化服务策略，用“高情商”搞定复杂项目合作。,6,0,1+市场营销,0,0,0,0,0,0,0,0,0,0,1,0,1、能力硬：3年以上B端大客户销售经验（有“互联网/金融/高端消费品”经验优先），独立搞定过50W+订单;2、性格飒：天生“社牛”E人，饭局上能活跃气氛，谈判时能镇住场面，和客户聊得来、处得成朋友;3、脑子活：情商在线，能快速get客户潜台词，懂“向上沟通”，会用策略推动合作（有运营策划经验加分！）;4、底子好：本科及以上学历，形象气质佳，职业素养满分，穿西装好看，穿休闲装也有范儿～5、加分项：有家居/家电/鞋服/美妆/母婴/汽车等行业品牌客户资源者，简历优先筛选;6、能陪客户聊行业、聊趋势，而不是只拼酒量;7、自带“人脉体质”，微信好友5000+，朋友圈点赞过百（不是微商！）。,0,2,-9,0,5.0,-9.0,1,0.00415
697b2aa5a224588b46207030,1,广州云明居民服务有限责任公司,91440101MA5CHU888Q,4,0,-8,,15,1,2025,9,10,spa师,4-10-04,4-10-03,,,,广州,花都区,广州市白云区云城西路888号1110房,1,8000.0,12000,-9,-9,-9,-9,1,1. 为顾客提供各类正规纯手法美容美体spa服务，无顾客期间可自由休息，无需销售，没有业绩要求; 2. 长期保底全勤6500+500餐补纯服务，不负责销售不需要做业绩,0,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,"1、认真负责，吃苦耐劳，服从管理。

",0,0,-9,0,6.0,72.0,0,0.0
697b2ab2a224588b46208431,1,广州数说故事信息科技有限公司,914401013314065319,5,0,-8,,7,3,2025,9,10,高级商业分析经理,2-06-07,,,,,广州,天河区,广州市天河区黄埔大道西120号1501室（仅限办公）,1,22000.0,27000,-9,-9,-9,-9,1,1. 与客户沟通，理解、细化客户的需求，为客户提供售前解决方案； 2. 根据客户报告要求，指导分析师进行报告撰写，把控交付结果； 3. 公司核心大客户的业务梳理及日常维系，协助销售完成所负责大客户的年度业绩目标； 4. 结合自身的研究经验，向内输出产品解决方案、提出产品规划与建设方面的合理化建议和意见。,6,0,1+市场营销,0,0,0,0,0,0,0,0,0,0,1,0,1、8年以上研究或咨询工作经验，有快消/互联网/零售/消费电子行业客户服务的经验;2、具体深度理解客户业务需求，并针对性为客户提供解决方案撰写和项目输出的能力;3、快速理解大数据产品的能力，能够提炼过往重要项目核心竞争力;4、具有带领团队，把控项目交付质量的能力;5、有百万级客户服务经验，具有较强的沟通能力和抗压力，积极乐观。,0,3,1,0,-9.0,-9.0,0,0.0
697b2adfa224588b4620b0ae,1,广州市妙妆商贸有限公司,91440101304395216X,4,0,-8,,8,-9,2025,9,10,短视频运营,4-13-01,4-01-06,,,,广州,海珠区,广州市海珠区福场路5号1908房（仅限办公）,1,7000.0,10000,-9,-9,-9,-9,1,1. 负责公司短视频（主要引流视频）脚本撰写，结合产品卖点做内容创意，对成片负责； 2. 找达人模特资源进行合作拍摄视频，对接外部内部拍摄，跟进视频片子进度完成； 3. 根据推广需求和结合当下市场热点，输出视频创意和优化调整视频创意； 4. 研究热门视频，深挖用户洞察，拆解并提炼热门视频爆点与框架； 5. 跟进引流视频发布后的投放效果，分析数据，输出结论并且持续地迭代优化内容方向。,5,-8,"1+广告,传媒",0,0,0,0,1,0,0,0,0,0,0,0,1、具备视频策划、拍摄、剪辑能力，熟练使用剪映、PR、PS、AE等软件;2、短视频深度用户，有网感、脑洞大、创意能力强，懂短视频营销的手法;3、文案功底扎实，具备优秀的策划能力、鉴赏力、视听语言表现能力;4、传媒、广告等相关专业优先，对短视频行业有一定的研究，1年以上策划运营工作经验优先。,0,1,-9,1,-9.0,-9.0,0,0.0
697b2b3aa224588b46210c34,1,武汉泽瑞网络技术有限公司,91420100MA49C3KE8L,4,0,-8,,7,-9,2025,9,10,销售,2-06-07,4-01-02,,,,武汉,洪山区,湖北省武汉市东湖新技术开发区光谷大道58号关南福星医药园8栋7层706708室2号,1,5000.0,9000,-9,-9,-9,-9,1,1、根据公司提供的客户资料或利用网络渠道进行新客户开发与维护；（公司提供资源和话术）; 2、根据公司及部门销售任务开展销售工作，完成各项销售指标; 3、对现有市场和客户进行分析，发现客户的潜在需求，引导相关客户的现有需求，达成销售目标; 4、根据客户需求的特点，帮助品牌方梳理线上情况，制定最佳合作方案，达成合作; 5、通过客户回访，维护老客户，了解客户需求及潜在需求，以提高客户满意度，促成客户二次开发; 6、计划好自己的销售计划，确保落实的有效性,5,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、年龄：18～35;2、（经验丰富者可放宽）2、普通话标准，性格外向开朗，沟通能力强;3、学历：大专及以上;4、（经验丰富者可放宽）4、能灵活处理问题，随机应变能力良好;5、有互联网销售经验的优先。无销售经验也可，业务模式简单，入职进行带薪培训，师傅一对一带教，欢迎广大应届生来撩！,0,0,-9,0,5.5,49.5,0,0.0
697b2b72a224588b46214d8d,1,成都趋势电子有限责任公司,915101077302280901,4,0,-8,,8,1,2025,9,10,wpf开发工程师,2-02-02,2-02-10,,,,成都,武侯区,成都市武侯区人民南路四段一号数码广场9层A9室,1,8000.0,12000,-9,-9,-9,-9,1,1. 参与由我公司自主研发的多点触摸三维地理信息系统软件与系统的开发; 2. 负责公司研发表现层设计和编码实现; 3. 负责指定模块的编码实现，完成相应的升级和维护工作; 4. 参与由我公司自主研发的多点触摸三维地理信息系统软件的售前沟通交流和售后软件系统的安装调试以及客户现场的培训使用 面对客户是军事行业 必须具备保密意识 有一定的抗压能力 良好的口头表达沟通能力,5,-8,1+计算机,0,0,0,0,0,0,0,1,0,0,0,0,"1、要求了解wpf、1年以上开发经验
2、了解orcal,sqlserver3、了解常用GIS软件
4、了解photoshop不是必须）
5、了解Windows程序设计，有一定的Windows图形界面开发经验
6、具备.NET架构开发经验，了解Microsoft Visual Studio开发工具
7、了解C#语言、.NET编程；了解.NET框架，初步有C#软件开发和.NET架构设计经验
8、沟通能力好，有强烈的责任心和团队合作精神，性格开朗，抗压能力强，能承受高强度工作我们从事国防软件研发二十年，为人处事的态度一直是勿忘初心、更要用心；凡事有交代、件件有着落、事事有回音；期待你的加入！",0,1,-9,0,-9.0,-9.0,0,0.0
697b2b84a224588b46215b71,1,成都东极六感信息科技有限公司,91510100MA6CF6LK4N,4,0,-8,,7,1,2025,9,10,Golang后端开发工程师,2-02-10,,,,,成都,武侯区,中国（四川）自由贸易试验区成都高新区盛通街16号15栋1层2号,1,12000.0,18000,-9,-9,-9,-9,1,1. 负责游戏服务器的开发及维护; 2. 负责后端功能的设计与接口开发; 3. 负责与前端数据对接; 4. 负责数据库表及关联关系的设计; 5. 负责和保证相关系统的稳定、持久运行。,6,0,1+计算机,0,0,0,0,0,0,0,1,0,0,0,0,"1、计算机等相关专业，三年以上游戏后端开发经验;2、基本功扎实,熟练掌握数据结构，tcp网络编程，精通多线程下的数据安全;3、熟练掌握MySQL、Redis、Mongodb、Docker、Vue;4、有使用nats、etcd的经验，熟悉分布式服务器架构;5、有aws或阿里云部署维护经验;6、至少有一款全程参与开发的上线游戏经验。",0,2,-9,0,-9.0,-9.0,0,0.0
697b2be1a224588b4621d09f,1,宁波果壳电子商务有限公司,91330212099399591C,4,0,-8,,8,-9,2025,9,10,服装跟单员,4-02-06,,,,,宁波,鄞州区,宁波市鄞州区首南街道泰康中路456号2201、2204室,1,7000.0,8000,-9,-9,-9,-9,1,1. 跟进大货生产进度、及时保持工厂与公司的信息畅通; 2. 跟进大货生产质量，确保与样衣质量想匹配; 3. 负责各供应商讲解流程及要求; 4. 及时将生产数据统计并提供至公司; 5. 全检工作的配合和跟进; 6. 其他上级领导安排的其他临时性事宜。,3,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、熟悉服装工艺流程，对针梭织面料较熟悉;2、熟悉中大型订单订单操作流程，懂计划、生产;3、有大型针织工厂生产厂长管理经验尤佳;4、具有良好沟通协调能力，能和工厂协调处理大型订单各种问题;5、具备一定的团队精神、肯吃苦、稳定性好，适应长期出差;6、年龄在25-45岁之间，男女不限。,0,2,-9,0,-9.0,-9.0,0,0.0
697b2c12a224588b46220518,1,陕西纵享母婴管理集团有限公司,91610132MAB0KWWL9L,4,0,-8,,12,-9,2025,9,10,洗碗工,4-03-02,4-03-99,,,,西安,新城区,陕西省西安市未央区凤城八路与太华北路十字东南角秦北商务酒店8层整层,1,2000.0,3000,-9,-9,-9,-9,1,1. 店面餐具的清洗和消毒; 2. 清洗餐具的分类摆放; 3. 负责洗碗间的卫生工作; 4. 按时擦洗消毒柜、工作台面与水池墙面，及时清理洗刷池的残渣污物,0,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,"1、店面餐具的清洗和消毒
2、清洗餐具的分类摆放
3、负责洗碗间的卫生工作
4、按时擦洗消毒柜、工作台面与水池墙面，及时清理洗刷池的残渣污物。",0,0,-9,0,-9.0,-9.0,0,0.0
697b2c1ea224588b46221a87,1,深圳市创业宏电子商务有限公司,91440300359151665T,4,0,-8,,8,-9,2025,9,10,天猫淘宝客服,4-04-05,4-01-06,,,,深圳,宝安区,深圳市宝安区西乡街道渔业社区名优采购中心C座C521,2,2000.0,5000,-9,-9,-9,-9,1,1. 负责个平台客户购物咨询跟进; 2. 引导客户在店铺进行下单成交，达成销售目标; 3. 帮助客户进行订单查询，及时跟进，反馈，如物流查询，发货状态等; 4. 及时收集并反馈客户和投诉的问题，不断提升服务质量; 5. 完成上级交代的其他事宜,2,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、有淘宝 天猫 京东 拼多多 抖音等电商平台经验者，不限类目，打字速度要求60字/分钟以上2.家中配备电脑，8G以上内存 网速快3.具备良好的服务意识，积极主动有上进心，有耐心，有责任心，能够长期稳定工作4.熟练运用Word Excel PDF等常用办公软件,0,0,-9,1,-9.0,40.0,0,0.0
697b2c38a224588b46223bc1,1,深圳市亿卓服饰科技有限公司,91440300552139123R,4,0,-8,,3,1,2025,9,10,电商会计,2-06-03,,,,,深圳,罗湖区,深圳市罗湖区莲塘街道仙湖社区国威路72号莲塘第一工业区116栋四层,1,8000.0,12000,-9,-9,-9,-9,1,1. 负责电商平台收入、成本费用核算，按时出具报表; 2. 负责相应平台资金流统计，确保资金流正常; 3. 负责相应平台进销存，确保进销存准确；平台退款、退货状态跟踪; 4. 负责相应平台细分收入、成本、费用统计、分析; 5. 协助完善电商系统，将电商销售数据、物流系统以及金蝶财务数据优化整合; 6. 协助财务经理完成店铺业绩数据的核算; 7. 协助部门需求完成其他交付工作。,5,-8,1+会计、财务管理及财经类,0,1,0,0,0,0,0,0,0,0,1,0,"1、会计、财务管理及财经类相关专业，大专及以上学历，熟悉国家金融政策，财会等相关法律法规
2、熟悉电商行业全流程工作内容，2年以上全流程账务处理相关工作经验，熟悉会计报表的处理及有扎实财税专业知识
3、熟悉EXCEL、WORD等办公软件，熟练使用财务软件
4、工作积极主动，责任心强，具备良好的沟通能力、执行能力、组织协调能及学习能力，工作细致，具有团队精神
5、具有良好的职业操守和沟通能力，很强的责任心，工作细致认真负责，能够承受一定的工作压力；能适应快节奏的工作步调；熟练操作计算机及财务软件",0,1,-9,1,-9.0,-9.0,0,0.0
697b2c83a224588b46227dbc,1,深圳市华本文具有限公司,91440300662670513P,4,0,-8,,8,-9,2025,9,10,文创产品设计师,4-08-08,,,,,深圳,南山区,深圳市龙岗区平湖街道力昌社区新厦工业城82栋201,1,4000.0,6000,-9,-9,-9,-9,1,1. 根据客户具体需求熟练使用图像处理软件，优质完成客户图稿调图调色，并能良好的与客户沟通，解答和修正客户对于图稿的具体意见和疑问。,6,0,1+艺术设计、工业设计,0,0,0,0,0,0,0,1,0,0,0,1,1、男女不限，大专以上艺术设计、工业设计等相关专业背景。2、精通CDR、photoshop、AI等图像处理软件，对图稿色彩呈现与客户目标体现有良好的实操能力。3、具备出色的审美能力与美术色彩应用功底。4、具有非常良好的客户沟通能力和抗压和处理问题的能力。加分项有以下行业经验：工艺品/收藏品·文化艺术/娱乐·印刷/包装/造纸,0,1,-9,0,-9.0,-9.0,1,0.01235
697b2cb9a224588b4622b99c,1,上海艺巢信息技术有限公司,913101016901945422,4,0,-8,,7,-9,2025,9,10,建筑效果图渲染师,4-08-08,2-09-06,,,,上海,黄浦区,上海市黄浦区打浦路603号23全幢305室,2,10000.0,15000,-9,-9,-9,-9,1,1. 承担渲染和后期工作内容，以及质量的总体把控; 2. 会熟练操作3DMAX、PS软件，熟练操作corona者优先; 3. 建筑学、环境艺术、美术等相关专业，良好美术基础、较强的建筑方案理解力; 4. 有丰富建筑渲染后期效果图制作经验; 5. 具备良好的敬业精神、团队协作精神与沟通能力，工作积极主动; 6. 有建筑渲染后期效果图制作经验（手绘功力优秀者优先）,5,-8,"1+环境艺术,建筑学,美术",0,0,0,0,0,0,0,1,0,0,0,1,1、承担渲染和后期工作内容，以及质量的总体把控;2、会熟练操作3DMAX、PS软件，熟练操作corona者优先.3、建筑学、环境艺术、美术等相关专业，良好美术基础、较强的建筑方案理解力4、有丰富建筑渲染后期效果图制作经验5、具备良好的敬业精神、团队协作精神与沟通能力，工作积极主动6、有建筑渲染后期效果图制作经验（手绘功力优秀者优先）,0,1,-9,0,-9.0,-9.0,0,0.0
697b2ceba224588b4622efe8,1,上海钧测检测技术服务有限公司,913101130609332246,4,0,-8,,13,-9,2025,9,10,结构工程师,2-02-18,2-02-28,,,,上海,宝山区,上海市宝山区铁力路785号11幢,1,9000.0,12000,-9,-9,-9,-9,1,1. 房屋现场检测，数据整理，报告编制; 2. 建模计算，结构图纸复原; 3. 加固设计,5,-8,1+土木工程,0,0,0,0,0,0,0,1,0,0,0,0,1、有设计院相关工作优先2、本科以上学历3、土木工程相关专业，男女不限,0,0,-9,0,-9.0,-9.0,0,0.0
697b2cf5a224588b4622fe16,1,-9,-9,-9,0,-8,,-9,-9,2025,9,10,专利代理人,2-06-12,,,,,上海,徐汇区,-9,1,15000.0,25000,-9,-9,-9,-9,1,1. 撰写电学专利新申请及答复审查意见，处理复审无效，检索分析，侵权分析等专利业务,6,0,"1+半导体，通信，计算机，微电子,电学",0,0,0,0,0,0,0,1,0,0,0,0,1、需要半导体，通信，计算机，微电子等电学专业的人才撰写电学专利新申请及答复审查意见，处理复审无效，检索分析，侵权分析等专利业务,0,1,-9,0,-9.0,-9.0,0,0.0
697b2db9a224588b4623d531,1,南京方圆科技有限公司,91320115MA25RC929J,4,0,-8,,13,1,2025,9,10,月入三万七,8-00-00,,,,,南京,江宁区,南京市江宁区东山街道金源路2号绿地之窗商务广场1幢112室,2,12000.0,24000,-9,-9,-9,-9,0,"1. 工作内容简单，上手快，月薪综合都在10000+以上; 2. 弹性工作,让你摆脱长时间捆绑在办公楼里枯燥无味的上班族生活; 3. 老板不喜欢加班的员工，本人也是带头拒绝加班下午茶，零食，团建、生日会，团体活动",0,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1、无特定技能要求，接受无经验小白。,0,0,-9,0,-9.0,-9.0,0,0.0
697b2dcca224588b4623f0ac,1,重庆佳虎标签印刷有限公司,91500104062895559Q,4,0,-8,,3,1,2025,9,10,质量管理测试,6-31-03,,,,,重庆,巴南区,重庆市巴南区石桂大道8号1幢43,1,4000.0,5000,-9,-9,-9,-9,1,1. 按指令单要求从事品检分切工作; 2. 眼睛不近视，对颜色敏感; 3. 有耐心，接受加班,0,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,"1.按指令单要求从事品检分切工作
2.眼睛不近视，对颜色敏感
3.有耐心，接受加班",0,0,-9,0,-9.0,-9.0,0,0.0
